,MONTH,DAY_OF_WEEK,DEP_DEL15,CONCURRENT_FLIGHTS,CARRIER_NAME,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,SNOW,AWND
1583305,4,7,0,63,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,21,0.0,5.14
787096,2,2,0,2,Mesa Airlines Inc.,0.0,9.131157116170832e-05,4,0.0,10.07
866174,2,2,0,12,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,7,0.0,6.26
3816977,8,4,0,45,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,6,0.0,7.83
2226168,5,3,1,21,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,5,0.0,7.83
2791121,6,1,0,19,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,4.7
46447,1,4,0,10,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,12.08
3109613,6,6,0,15,Endeavor Air Inc.,0.0,9.351277617445625e-05,16,0.0,14.99
3966668,8,7,1,57,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,17,0.0,6.26
992127,3,3,0,35,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,28,0.0,12.08
1179585,3,4,0,59,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,10,0.0,6.04
4948470,10,2,0,14,JetBlue Airways,0.0001600389254787,0.0001268661761139,16,0.0,9.17
2616132,6,3,0,94,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,27,0.0,4.47
1976679,4,1,0,3,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,20,0.0,3.58
2266100,5,7,0,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,4,0.0,8.95
3228592,7,2,0,28,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,7,0.0,4.47
2287799,5,6,1,53,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,0,0.0,6.93
135847,1,7,0,59,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,11,0.0,4.7
3293596,7,7,1,86,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,23,0.0,6.26
2403885,5,5,1,20,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,16,0.0,13.2
4910361,10,2,0,23,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,2,0.0,7.38
1603554,4,3,0,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,12.3
2924749,6,5,1,23,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,5.82
4130583,8,4,0,3,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,5.14
3604789,7,6,0,7,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,7.38
1011067,3,2,0,37,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,13.87
3793913,8,3,0,54,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,10,0.0,8.5
1114526,3,6,0,75,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,28,0.0,12.75
6446237,12,2,1,22,JetBlue Airways,0.0001600389254787,0.0001268661761139,20,0.0,14.99
1848373,4,2,1,61,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,4.92
3851172,8,5,0,92,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,11.18
3951571,8,3,0,16,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,12.97
2739984,6,5,0,50,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,8.05
5943799,12,5,0,33,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,16,0.0,10.29
6364601,12,5,0,63,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,4.92
4733166,9,6,0,25,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,21,0.0,9.84
6323999,12,6,0,21,Mesa Airlines Inc.,0.0,9.131157116170832e-05,16,0.0,5.82
4605011,9,7,0,7,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,12,0.0,7.61
1614746,4,6,0,60,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,10,0.0,4.92
4608042,9,7,0,3,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,18,0.0,5.37
6063713,12,3,0,15,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,1.57
3878809,8,5,0,7,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,3.58
4132435,8,5,0,15,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,4.25
6146652,12,1,0,49,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,5,0.0,11.41
3588652,7,1,0,13,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,6.71
1446749,3,2,0,36,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,13.2
100634,1,5,0,43,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,8.05
2860288,6,7,0,24,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,14.32
2058238,5,7,0,9,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,27,0.0,12.75
2365877,5,4,0,19,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,2,0.0,11.86
2754416,6,3,1,14,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,9.62
2590395,5,2,0,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,14.99
3373883,7,1,0,4,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,27,0.0,6.49
4827779,9,1,0,14,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,2,0.0,7.61
476048,1,2,0,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,1,0.0,12.75
3451764,7,3,0,6,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,20,0.0,5.37
4093440,8,4,1,24,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,10,0.0,6.93
476623,1,1,0,22,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,2,0.0,5.59
1304439,3,6,0,23,JetBlue Airways,0.0001600389254787,0.0001268661761139,5,0.0,7.16
5497480,11,3,0,46,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,5.14
4124606,8,1,1,11,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,18,0.0,9.62
4640373,9,3,0,90,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,3,0.0,5.37
1024576,3,3,0,59,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,10,0.0,8.05
4968703,10,6,0,30,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,7.38
5150974,10,7,0,10,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,16,0.0,9.17
4706946,9,6,0,10,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,5,0.0,8.72
3041263,6,7,0,19,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,12.97
3111708,6,4,0,7,Comair Inc.,0.0,8.999810569042966e-05,16,0.0,6.04
4522071,9,5,0,48,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,20,0.0,7.83
6460435,12,2,0,2,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,6,0.0,6.71
2392917,5,4,0,43,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,8.05
3275581,7,1,0,27,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,1,0.0,5.82
5599546,11,7,0,23,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,9.84
5071261,10,4,0,25,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,0,0.0,14.32
488548,1,5,0,6,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,22,2.0,10.51
1874282,4,1,0,19,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,18,0.0,7.61
5324219,10,3,1,69,Comair Inc.,0.0,8.999810569042966e-05,5,0.0,5.37
5429617,11,1,0,5,JetBlue Airways,0.0001600389254787,0.0001268661761139,14,0.0,4.47
2671727,6,2,0,15,Endeavor Air Inc.,0.0,9.351277617445625e-05,11,0.0,13.42
5556070,11,4,0,3,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,3.8
1221866,3,2,0,9,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,0.2,9.62
4372568,9,1,0,28,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,5,0.0,2.01
5907555,11,3,1,9,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,14.99
5721245,11,6,0,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,7.16
2586905,5,5,0,6,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,14,0.0,8.95
3087954,6,5,0,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,11,0.0,4.92
548871,2,4,0,37,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,8,0.0,10.29
1585556,4,2,0,21,Mesa Airlines Inc.,0.0,9.131157116170832e-05,17,0.0,7.61
4581487,9,4,0,10,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,1,0.0,8.5
17126,1,4,0,9,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,6,0.0,11.41
3386628,7,1,1,18,JetBlue Airways,0.0001600389254787,0.0001268661761139,8,0.0,2.91
5162727,10,3,1,15,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,20,0.0,9.62
2457541,5,2,0,5,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,6,0.0,9.4
5540878,11,7,0,4,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,2,0.0,5.14
5747298,11,4,0,5,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,15,0.0,3.8
1072088,3,2,0,82,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,3,0.0,10.51
1623691,4,6,0,21,Mesa Airlines Inc.,0.0,9.131157116170832e-05,15,0.0,3.36
4710181,9,7,0,43,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,14,0.0,5.37
3960866,8,2,0,72,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,6.49
1224635,3,3,0,22,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,6,0.0,9.62
5547192,11,4,0,17,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,14.76
5325660,10,7,1,5,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,8.5
3922031,8,1,1,39,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,6.04
5424457,11,1,0,54,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,5,0.0,10.74
4531094,9,3,0,5,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,6.26
5040724,10,4,1,5,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,2.46
885326,2,2,0,15,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,3,0.0,5.82
1233124,3,2,0,11,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,11,0.0,7.61
708837,2,5,0,23,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,3,0.0,8.28
1066767,3,4,0,37,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,4,0.0,5.14
2117172,5,1,0,7,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,13.42
6185932,12,5,0,4,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,20,0.0,4.47
2035764,4,1,0,5,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,23,0.0,13.87
2633014,6,2,1,5,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,1,0.0,6.49
181033,1,4,0,44,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,4.92
2474540,5,1,0,7,JetBlue Airways,0.0001600389254787,0.0001268661761139,13,0.0,6.49
4696674,9,2,0,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,2,0.0,5.82
4053762,8,5,1,25,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,8,0.0,10.51
2066844,5,4,1,2,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,14,0.0,7.38
5357923,10,1,0,6,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,3,0.0,8.5
2859213,6,7,1,46,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,0,0.0,5.82
1057414,3,6,0,20,JetBlue Airways,0.0001600389254787,0.0001268661761139,12,0.0,18.79
5220707,10,3,0,66,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,21,0.0,6.26
575151,2,4,1,30,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,9.62
1061578,3,7,0,13,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,5.59
1214350,3,1,0,63,Comair Inc.,0.0,8.999810569042966e-05,5,0.0,7.38
1647,1,3,0,48,Atlantic Southeast Airlines,0.0,0.0001998053656534,11,1.0,9.84
1152770,3,3,0,42,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,5,0.0,5.59
2691939,6,1,0,21,Atlantic Southeast Airlines,0.0,0.0001998053656534,11,0.0,4.47
3427772,7,2,0,69,Endeavor Air Inc.,0.0,9.351277617445625e-05,15,0.0,6.26
293758,1,5,0,9,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,10,0.0,3.58
1771676,4,2,0,32,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,28,0.0,12.97
2876532,6,1,0,21,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,4.25
5451383,11,1,0,17,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,3,0.0,8.5
3978055,8,7,0,35,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,15,0.0,2.91
1272195,3,6,0,13,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,1,0.0,12.08
1946242,4,1,1,4,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,1,0.0,6.49
4594437,9,7,0,24,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,1,0.0,12.97
4800152,9,2,0,3,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,17,0.0,3.8
3322685,7,3,0,27,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,6,0.0,8.72
3583538,7,3,1,60,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,17,0.0,10.29
1261167,3,6,0,45,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,2,0.5,7.83
3357864,7,3,1,57,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,8.05
2935740,6,5,0,37,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,1,0.0,8.05
1942480,4,6,0,10,Mesa Airlines Inc.,0.0,9.131157116170832e-05,2,0.0,8.28
2663400,6,2,0,37,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,7.16
950681,2,3,0,7,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,8.5
846881,2,4,0,10,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,5,0.0,3.36
3710902,7,2,0,9,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,6,0.0,6.26
2086587,5,6,0,3,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,28,0.0,6.93
3690278,7,1,0,4,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,9.17
1698313,4,7,0,25,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,3,0.0,12.75
1805837,4,2,0,17,Endeavor Air Inc.,0.0,9.351277617445625e-05,12,0.0,7.16
231381,1,7,0,60,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,1,0.0,11.18
534492,2,6,0,77,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,2,0.0,10.51
2031179,4,6,0,3,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,2.5,12.53
424997,1,2,0,10,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,19,0.0,12.3
909237,2,4,0,27,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,10,0.2,11.18
5699386,11,1,0,2,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,9,0.0,10.07
228256,1,3,0,7,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,1,0.0,12.75
3080016,6,7,0,3,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,32,0.0,5.37
5327656,10,5,0,5,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,28,0.0,7.61
4068395,8,4,1,28,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,7,0.0,7.38
1783968,4,1,0,9,Comair Inc.,0.0,8.999810569042966e-05,15,0.0,10.29
6222589,12,5,1,19,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,6.93
2304947,5,4,0,20,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,5,0.0,11.86
5991159,12,1,1,64,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,8,0.0,7.61
2302123,5,5,0,11,Comair Inc.,0.0,8.999810569042966e-05,16,0.0,9.4
5119070,10,3,0,6,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,3.8
1250199,3,3,0,9,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,17,0.0,11.18
1782822,4,5,0,52,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,21,0.0,15.66
5818725,11,1,0,2,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,9.17
3137778,6,7,1,17,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,6.26
2458183,5,4,0,35,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,4,0.0,13.87
